TIME,STRATEGY NAME,TRADE NO,STOCK,PRICE,QUANTITY,TYPE,SL,TARGET,STATUS,EXIT PRICE,PL
09:15:26,SECONDARY GAP UP OPEN HIGH SHORT,24,TATASTEEL,270.55,3,sell,276.05,265.20,STOPLOSS TRIGGERED,276.05,-16.50,
09:15:26,SECONDARY GAP UP OPEN HIGH SHORT,25,ADANIPORTS,299.15,6,sell,305.20,293.25,STOPLOSS TRIGGERED,305.20,-36.30,
09:15:26,SECONDARY GAP UP OPEN HIGH SHORT,26,BANDHANBNK,233.45,3,sell,238.20,228.85,TARGET TRIGGERED,228.85,13.80,
09:15:26,SECONDARY GAP UP OPEN HIGH SHORT,27,TATASTEEL,270.55,3,sell,276.05,265.20,STOPLOSS TRIGGERED,276.05,-16.50,
09:15:27,SECONDARY GAP UP OPEN HIGH SHORT,28,ADANIPORTS,299.05,6,sell,305.10,293.15,STOPLOSS TRIGGERED,305.10,-36.30,
09:15:27,SECONDARY GAP UP OPEN HIGH SHORT,29,BANDHANBNK,233.50,3,sell,238.25,228.90,TARGET TRIGGERED,228.90,13.80,
09:15:27,SECONDARY GAP UP OPEN HIGH SHORT,30,TATASTEEL,271.10,3,sell,276.60,265.75,STOPLOSS TRIGGERED,276.60,-16.50,
09:15:27,SECONDARY GAP UP OPEN HIGH SHORT,31,LICHSGFIN,225.95,3,sell,230.55,221.50,STOPLOSS TRIGGERED,230.55,-13.80,
09:15:27,SECONDARY GAP UP OPEN HIGH SHORT,32,BANDHANBNK,233.55,3,sell,238.30,228.95,TARGET TRIGGERED,228.95,13.80,
09:15:27,SECONDARY GAP UP OPEN HIGH SHORT,33,TATASTEEL,271.10,3,sell,276.60,265.75,STOPLOSS TRIGGERED,276.60,-16.50,
09:15:27,SECONDARY GAP UP OPEN HIGH SHORT,34,LICHSGFIN,225.95,3,sell,230.55,221.50,STOPLOSS TRIGGERED,230.55,-13.80,
09:15:27,SECONDARY GAP UP OPEN HIGH SHORT,35,INFRATEL,209.15,5,sell,213.40,205.05,STOPLOSS TRIGGERED,213.40,-21.25,
09:15:27,SECONDARY GAP UP OPEN HIGH SHORT,36,BANDHANBNK,233.55,3,sell,238.30,228.95,TARGET TRIGGERED,228.95,13.80,
09:15:28,SECONDARY GAP UP OPEN HIGH SHORT,37,LICHSGFIN,225.95,3,sell,230.55,221.50,STOPLOSS TRIGGERED,230.55,-13.80,
09:15:28,SECONDARY GAP UP OPEN HIGH SHORT,38,ITC,165.75,6,sell,169.15,162.50,STOPLOSS TRIGGERED,169.15,-20.40,
09:15:28,SECONDARY GAP UP OPEN HIGH SHORT,39,BANDHANBNK,233.55,3,sell,238.30,228.95,TARGET TRIGGERED,228.95,13.80,
09:15:28,SECONDARY GAP UP OPEN HIGH SHORT,40,LICHSGFIN,225.95,3,sell,230.55,221.50,STOPLOSS TRIGGERED,230.55,-13.80,
09:15:28,SECONDARY GAP UP OPEN HIGH SHORT,41,INFRATEL,209.05,5,sell,213.30,204.95,STOPLOSS TRIGGERED,213.30,-21.25,
09:15:29,SECONDARY GAP UP OPEN HIGH SHORT,42,INFRATEL,208.20,5,sell,212.45,204.10,STOPLOSS TRIGGERED,212.45,-21.25,
09:15:29,SECONDARY GAP UP OPEN HIGH SHORT,43,LICHSGFIN,225.75,3,sell,230.35,221.30,STOPLOSS TRIGGERED,230.35,-13.80,
09:15:29,SECONDARY GAP UP OPEN HIGH SHORT,44,ITC,165.70,6,sell,169.10,162.45,STOPLOSS TRIGGERED,169.10,-20.40,
09:15:29,SECONDARY GAP UP OPEN HIGH SHORT,45,SBIN,156.15,8,sell,159.35,153.10,TARGET TRIGGERED,153.10,24.40,
09:15:29,SECONDARY GAP UP OPEN HIGH SHORT,46,INFRATEL,208.20,5,sell,212.45,204.10,STOPLOSS TRIGGERED,212.45,-21.25,
09:15:30,SECONDARY GAP UP OPEN HIGH SHORT,47,ITC,165.70,6,sell,169.10,162.45,STOPLOSS TRIGGERED,169.10,-20.40,
09:15:30,SECONDARY GAP UP OPEN HIGH SHORT,48,UJJIVAN,158.00,4,sell,161.25,154.90,TARGET TRIGGERED,154.90,12.40,
09:15:30,SECONDARY GAP UP OPEN HIGH SHORT,49,INFRATEL,208.65,5,sell,212.90,204.55,STOPLOSS TRIGGERED,212.90,-21.25,
09:15:30,SECONDARY GAP UP OPEN HIGH SHORT,50,UJJIVAN,158.00,4,sell,161.25,154.90,TARGET TRIGGERED,154.90,12.40,
09:15:30,SECONDARY GAP UP OPEN HIGH SHORT,51,SBIN,156.05,8,sell,159.25,153.00,TARGET TRIGGERED,153.00,24.40,
09:15:30,SECONDARY GAP UP OPEN HIGH SHORT,52,ITC,165.70,6,sell,169.10,162.45,STOPLOSS TRIGGERED,169.10,-20.40,
09:15:30,SECONDARY GAP UP OPEN HIGH SHORT,53,SBIN,155.90,8,sell,159.10,152.85,TARGET TRIGGERED,152.85,24.40,
09:15:30,SECONDARY GAP UP OPEN HIGH SHORT,54,ZEEL,153.65,3,sell,156.80,150.65,TARGET TRIGGERED,150.65,9.00,
09:15:31,SECONDARY GAP UP OPEN HIGH SHORT,55,ZEEL,153.90,3,sell,157.05,150.90,TARGET TRIGGERED,150.90,9.00,
09:15:31,SECONDARY GAP UP OPEN HIGH SHORT,56,ITC,165.35,6,sell,168.75,162.10,STOPLOSS TRIGGERED,168.75,-20.40,
09:15:31,SECONDARY GAP UP OPEN HIGH SHORT,57,UJJIVAN,157.95,4,sell,161.20,154.85,TARGET TRIGGERED,154.85,12.40,
09:15:31,SECONDARY GAP UP OPEN HIGH SHORT,58,SBIN,155.95,8,sell,159.15,152.90,TARGET TRIGGERED,152.90,24.40,
09:15:31,SECONDARY GAP UP OPEN HIGH SHORT,59,UJJIVAN,157.95,4,sell,161.20,154.85,TARGET TRIGGERED,154.85,12.40,
09:15:31,SECONDARY GAP UP OPEN HIGH SHORT,60,M&MFIN,142.55,3,sell,145.50,139.75,TARGET TRIGGERED,139.75,8.40,
09:15:32,SECONDARY GAP UP OPEN HIGH SHORT,61,SBIN,155.95,8,sell,159.15,152.90,TARGET TRIGGERED,152.90,24.40,
09:15:32,SECONDARY GAP UP OPEN HIGH SHORT,62,M&MFIN,142.45,3,sell,145.35,139.65,TARGET TRIGGERED,139.65,8.40,
09:15:32,SECONDARY GAP UP OPEN HIGH SHORT,63,UJJIVAN,158.05,4,sell,161.30,154.95,TARGET TRIGGERED,154.95,12.40,
09:15:32,SECONDARY GAP UP OPEN HIGH SHORT,64,ZEEL,153.60,3,sell,156.75,150.60,TARGET TRIGGERED,150.60,9.00,
09:15:32,SECONDARY GAP UP OPEN HIGH SHORT,65,ZEEL,153.60,3,sell,156.75,150.60,TARGET TRIGGERED,150.60,9.00,
09:15:32,SECONDARY GAP UP OPEN HIGH SHORT,66,CHOLAFIN,128.70,6,sell,131.35,126.20,STOPLOSS TRIGGERED,131.35,-15.90,
09:15:32,SECONDARY GAP UP OPEN HIGH SHORT,67,CHOLAFIN,128.70,6,sell,131.35,126.20,STOPLOSS TRIGGERED,131.35,-15.90,
09:15:32,SECONDARY GAP UP OPEN HIGH SHORT,68,ZEEL,153.60,3,sell,156.75,150.60,TARGET TRIGGERED,150.60,9.00,
09:15:32,SECONDARY GAP UP OPEN HIGH SHORT,69,UJJIVAN,158.05,4,sell,161.30,154.95,TARGET TRIGGERED,154.95,12.40,
09:15:32,SECONDARY GAP UP OPEN HIGH SHORT,70,M&MFIN,142.30,3,sell,145.20,139.55,TARGET TRIGGERED,139.55,8.25,
09:15:33,SECONDARY GAP UP OPEN HIGH SHORT,71,M&MFIN,142.05,3,sell,144.95,139.30,TARGET TRIGGERED,139.30,8.25,
09:15:33,SECONDARY GAP UP OPEN HIGH SHORT,72,MANAPPURAM,123.50,15,sell,126.05,121.10,TARGET TRIGGERED,121.10,36.00,
09:15:33,SECONDARY GAP UP OPEN HIGH SHORT,73,CHOLAFIN,128.85,6,sell,131.50,126.35,STOPLOSS TRIGGERED,131.50,-15.90,
09:15:33,SECONDARY GAP UP OPEN HIGH SHORT,74,M&MFIN,142.45,3,sell,145.35,139.65,TARGET TRIGGERED,139.65,8.40,
09:15:33,SECONDARY GAP UP OPEN HIGH SHORT,75,ZEEL,153.75,3,sell,156.90,150.75,TARGET TRIGGERED,150.75,9.00,
09:15:33,SECONDARY GAP UP OPEN HIGH SHORT,76,MANAPPURAM,123.35,15,sell,125.90,120.95,TARGET TRIGGERED,120.95,36.00,
09:15:34,SECONDARY GAP UP OPEN HIGH SHORT,77,CHOLAFIN,128.85,6,sell,131.50,126.35,STOPLOSS TRIGGERED,131.50,-15.90,
09:15:34,SECONDARY GAP UP OPEN HIGH SHORT,78,COALINDIA,122.35,6,sell,124.85,120.00,AUTO SQUARED OFF,123.60,-7.50,
09:15:34,SECONDARY GAP UP OPEN HIGH SHORT,79,CHOLAFIN,128.85,6,sell,131.50,126.35,STOPLOSS TRIGGERED,131.50,-15.90,
09:15:34,SECONDARY GAP UP OPEN HIGH SHORT,80,M&MFIN,142.00,3,sell,144.90,139.25,TARGET TRIGGERED,139.25,8.25,
09:15:34,SECONDARY GAP UP OPEN HIGH SHORT,81,MANAPPURAM,123.40,15,sell,125.95,121.00,TARGET TRIGGERED,121.00,36.00,
09:15:34,SECONDARY GAP UP OPEN HIGH SHORT,82,COALINDIA,122.35,6,sell,124.85,120.00,AUTO SQUARED OFF,123.60,-7.50,
09:15:34,SECONDARY GAP UP OPEN HIGH SHORT,83,MANAPPURAM,123.45,15,sell,126.00,121.05,TARGET TRIGGERED,121.05,36.00,
09:15:34,SECONDARY GAP UP OPEN HIGH SHORT,84,IBULHSGFIN,122.40,2,sell,124.90,120.05,TARGET TRIGGERED,120.05,4.70,
09:15:35,SECONDARY GAP UP OPEN HIGH SHORT,85,HINDALCO,117.15,9,sell,119.55,114.90,STOPLOSS TRIGGERED,119.55,-21.60,
09:15:35,SECONDARY GAP UP OPEN HIGH SHORT,86,COALINDIA,122.25,6,sell,124.75,119.90,AUTO SQUARED OFF,123.60,-8.10,
09:15:35,SECONDARY GAP UP OPEN HIGH SHORT,87,CHOLAFIN,128.55,6,sell,131.20,126.05,STOPLOSS TRIGGERED,131.20,-15.90,
09:15:35,SECONDARY GAP UP OPEN HIGH SHORT,88,MANAPPURAM,123.45,15,sell,126.00,121.05,TARGET TRIGGERED,121.05,36.00,
09:15:35,SECONDARY GAP UP OPEN HIGH SHORT,89,IBULHSGFIN,122.40,2,sell,124.90,120.05,TARGET TRIGGERED,120.05,4.70,
09:15:35,SECONDARY GAP UP OPEN HIGH SHORT,90,HINDALCO,117.15,9,sell,119.55,114.90,STOPLOSS TRIGGERED,119.55,-21.60,
09:15:35,SECONDARY GAP UP OPEN HIGH SHORT,91,COALINDIA,122.25,6,sell,124.75,119.90,AUTO SQUARED OFF,123.60,-8.10,
09:15:36,SECONDARY GAP UP OPEN HIGH SHORT,92,RBLBANK,110.90,3,sell,113.20,108.75,TARGET TRIGGERED,108.75,6.45,
09:15:36,SECONDARY GAP UP OPEN HIGH SHORT,93,IBULHSGFIN,122.30,2,sell,124.80,119.95,TARGET TRIGGERED,119.95,4.70,
09:15:36,SECONDARY GAP UP OPEN HIGH SHORT,94,HINDALCO,117.25,9,sell,119.65,115.00,STOPLOSS TRIGGERED,119.65,-21.60,
09:15:36,SECONDARY GAP UP OPEN HIGH SHORT,95,COALINDIA,122.40,6,sell,124.90,120.05,AUTO SQUARED OFF,123.60,-7.20,
09:15:36,SECONDARY GAP UP OPEN HIGH SHORT,96,MANAPPURAM,123.45,15,sell,126.00,121.05,TARGET TRIGGERED,121.05,36.00,
09:15:36,SECONDARY GAP UP OPEN HIGH SHORT,97,IBULHSGFIN,122.10,2,sell,124.60,119.75,TARGET TRIGGERED,119.75,4.70,
09:15:36,SECONDARY GAP UP OPEN HIGH SHORT,98,RBLBANK,110.90,3,sell,113.20,108.75,TARGET TRIGGERED,108.75,6.45,
09:15:36,SECONDARY GAP UP OPEN HIGH SHORT,99,HINDALCO,117.25,9,sell,119.65,115.00,STOPLOSS TRIGGERED,119.65,-21.60,
09:15:36,SECONDARY GAP UP OPEN HIGH SHORT,100,RBLBANK,110.90,3,sell,113.20,108.75,TARGET TRIGGERED,108.75,6.45,
09:15:36,SECONDARY GAP UP OPEN HIGH SHORT,101,IBULHSGFIN,122.10,2,sell,124.60,119.75,TARGET TRIGGERED,119.75,4.70,
09:15:36,SECONDARY GAP UP OPEN HIGH SHORT,102,COALINDIA,122.25,6,sell,124.75,119.90,AUTO SQUARED OFF,123.60,-8.10,
09:15:37,SECONDARY GAP UP OPEN HIGH SHORT,103,HINDALCO,117.10,9,sell,119.50,114.85,STOPLOSS TRIGGERED,119.50,-21.60,
09:15:37,SECONDARY GAP UP OPEN HIGH SHORT,104,RBLBANK,111.15,3,sell,113.45,109.00,TARGET TRIGGERED,109.00,6.45,
09:15:37,SECONDARY GAP UP OPEN HIGH SHORT,105,HINDALCO,117.10,9,sell,119.50,114.85,STOPLOSS TRIGGERED,119.50,-21.60,
09:15:37,SECONDARY GAP UP OPEN HIGH SHORT,106,IBULHSGFIN,122.05,2,sell,124.55,119.70,TARGET TRIGGERED,119.70,4.70,
09:15:38,SECONDARY GAP UP OPEN HIGH SHORT,107,RBLBANK,111.15,3,sell,113.45,109.00,TARGET TRIGGERED,109.00,6.45,
09:15:38,SECONDARY GAP UP OPEN HIGH SHORT,108,RBLBANK,111.05,3,sell,113.35,108.90,TARGET TRIGGERED,108.90,6.45,
09:15:38,SECONDARY GAP UP OPEN HIGH SHORT,109,HINDALCO,117.10,9,sell,119.50,114.85,STOPLOSS TRIGGERED,119.50,-21.60,
09:15:39,SECONDARY GAP UP OPEN HIGH SHORT,110,RBLBANK,111.05,3,sell,113.35,108.90,TARGET TRIGGERED,108.90,6.45,
09:16:00,SECONDARY GAP DOWN OPEN LOW LONG,111,TORNTPOWER,300.55,8,buy,299.00,306.55,TARGET TRIGGERED,306.55,48.00,953
09:16:10,SECONDARY GAP UP OPEN HIGH SHORT,112,LUPIN,859.85,2,sell,877.10,842.75,TARGET TRIGGERED,842.75,34.20,956
09:16:10,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,113,AMARAJABAT,546.95,2,sell,552.00,538.75,STOPLOSS TRIGGERED,552.00,-10.10,957
09:16:11,SECONDARY GAP UP OPEN HIGH SHORT,114,AMARAJABAT,546.85,2,sell,557.80,535.95,STOPLOSS TRIGGERED,557.80,-21.90,959
09:16:11,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,115,HCLTECH,508.15,2,sell,512.00,500.60,STOPLOSS TRIGGERED,512.00,-7.70,960
09:16:15,SECONDARY GAP UP OPEN HIGH SHORT,116,HCLTECH,508.10,2,sell,518.35,498.00,STOPLOSS TRIGGERED,518.35,-20.50,962
09:16:15,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,117,SUNPHARMA,441.10,3,sell,443.80,434.55,STOPLOSS TRIGGERED,443.80,-8.10,963
09:16:16,SECONDARY GAP UP OPEN HIGH SHORT,118,SUNPHARMA,441.10,3,sell,450.00,432.35,STOPLOSS TRIGGERED,450.00,-26.70,965
09:16:16,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,119,UPL,374.90,2,sell,380.65,369.35,TARGET TRIGGERED,369.35,11.10,966
09:16:23,SECONDARY GAP UP OPEN HIGH SHORT,120,UPL,374.65,2,sell,382.20,367.25,TARGET TRIGGERED,367.25,14.80,968
09:16:23,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,121,CENTURYTEX,258.95,2,sell,262.00,255.15,STOPLOSS TRIGGERED,262.00,-6.10,
09:16:23,SECONDARY GAP UP OPEN HIGH SHORT,122,CENTURYTEX,258.95,2,sell,264.20,253.85,STOPLOSS TRIGGERED,264.20,-10.50,
09:16:23,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,123,AMBUJACEM,172.25,6,sell,173.90,169.75,STOPLOSS TRIGGERED,173.90,-9.90,
09:16:24,SECONDARY GAP UP OPEN HIGH SHORT,124,AMBUJACEM,172.30,6,sell,175.80,168.95,STOPLOSS TRIGGERED,175.80,-21.00,
09:16:24,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,125,EXIDEIND,151.70,6,sell,153.00,149.50,TARGET TRIGGERED,149.50,13.20,
09:16:25,SECONDARY GAP UP OPEN HIGH SHORT,126,EXIDEIND,151.70,6,sell,154.80,148.75,TARGET TRIGGERED,148.75,17.70,
09:16:25,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,127,DLF,133.30,7,sell,134.50,131.35,STOPLOSS TRIGGERED,134.50,-8.40,
09:16:26,SECONDARY GAP UP OPEN HIGH SHORT,128,DLF,133.50,7,sell,136.25,130.90,TARGET TRIGGERED,130.90,18.20,
09:18:26,SECONDARY GAP UP OPEN HIGH SHORT,129,SBILIFE,NaN,0,sell,NaN,NaN,AUTO SQUARED OFF,0.00,NaN,989
09:24:23,SECONDARY GAP UP OPEN HIGH SHORT,130,UPL,367.00,2,sell,374.40,359.75,TARGET TRIGGERED,359.75,14.50,1021
09:27:08,SECONDARY GAP UP OPEN HIGH SHORT,131,UPL,359.30,2,sell,366.55,352.20,TARGET TRIGGERED,352.20,14.20,1022
09:27:23,SECONDARY GAP UP OPEN HIGH SHORT,132,EXIDEIND,148.70,6,sell,151.75,145.80,STOPLOSS TRIGGERED,151.75,-18.30,1023
09:28:43,SECONDARY GAP UP OPEN HIGH SHORT,133,AXISBANK,357.85,3,sell,365.10,350.75,STOPLOSS TRIGGERED,365.10,-21.75,1026
09:31:49,RED RED PREVIOUS OPEN SELL PERCENT,134,GRASIM,497.20,2,sell,502.30,492.35,STOPLOSS TRIGGERED,502.30,-10.20,1027
09:31:49,RED RED PREVIOUS OPEN SELL DAYS HIGH,135,BERGEPAINT,438.00,6,sell,445.00,433.75,STOPLOSS TRIGGERED,445.00,-42.00,1028
09:31:50,RED RED PREVIOUS OPEN SELL PERCENT,136,BERGEPAINT,437.95,6,sell,442.45,433.70,STOPLOSS TRIGGERED,442.45,-27.00,1029
09:31:50,RED RED PREVIOUS OPEN SELL DAYS HIGH,137,ADANIENT,135.15,10,sell,138.80,133.90,STOPLOSS TRIGGERED,138.80,-36.50,1030
09:31:51,RED RED PREVIOUS OPEN SELL PERCENT,138,ADANIENT,135.15,10,sell,136.65,133.90,STOPLOSS TRIGGERED,136.65,-15.00,1031
09:33:24,RED RED PREVIOUS OPEN SELL PERCENT,139,SBIN,152.55,8,sell,154.20,151.15,STOPLOSS TRIGGERED,154.20,-13.20,1032
09:40:43,SECONDARY GAP UP OPEN HIGH SHORT,140,UPL,351.40,2,sell,358.50,344.45,TARGET TRIGGERED,344.45,13.90,1034
09:41:19,RED RED PREVIOUS OPEN SELL PERCENT,141,SBIN,154.10,8,sell,155.75,152.70,STOPLOSS TRIGGERED,155.75,-13.20,1038
09:43:05,GREEN GREEN PREVIOUS OPEN BUY PERCENT,142,CESC,583.70,2,buy,577.80,589.45,STOPLOSS TRIGGERED,577.80,-11.80,1040
09:44:15,GREEN GREEN PREVIOUS OPEN BUY PERCENT,143,BHARTIARTL,572.75,5,buy,566.95,578.40,TARGET TRIGGERED,578.40,28.25,1042
09:50:20,GREEN GREEN PREVIOUS OPEN BUY PERCENT,144,BHARTIARTL,579.10,5,buy,573.25,584.80,TARGET TRIGGERED,584.80,28.50,1049
09:52:10,GREEN GREEN PREVIOUS OPEN BUY PERCENT,145,BSE,NaN,0,buy,NaN,NaN,AUTO SQUARED OFF,0.00,NaN,1050
09:52:28,SECONDARY GAP UP OPEN HIGH SHORT,146,AXISBANK,365.35,3,sell,372.75,358.10,TARGET TRIGGERED,358.10,21.75,1053
09:55:45,GREEN GREEN PREVIOUS OPEN BUY PERCENT,147,BHARTIARTL,585.85,5,buy,579.90,591.65,TARGET TRIGGERED,591.65,29.00,1055
09:57:00,GREEN GREEN PREVIOUS OPEN BUY PERCENT,148,BHARTIARTL,591.95,5,buy,585.95,597.80,STOPLOSS TRIGGERED,585.95,-30.00,1056
09:58:10,GREEN GREEN PREVIOUS OPEN BUY PERCENT,149,LICHSGFIN,233.00,3,buy,230.60,235.25,TARGET TRIGGERED,235.25,6.75,1058
09:58:35,GREEN GREEN PREVIOUS OPEN BUY PERCENT,150,BHARTIARTL,585.60,5,buy,579.65,591.40,TARGET TRIGGERED,591.40,29.00,1060
09:59:11,BEARISH ENGULFING 5 MINUTE,151,SUNTV,362.00,3,sell,369.35,351.25,STOPLOSS TRIGGERED,369.35,-22.05,1061
10:00:13,SECONDARY GAP UP OPEN HIGH SHORT,152,EXIDEIND,151.70,6,sell,154.80,148.75,AUTO SQUARED OFF,149.65,12.30,1063
10:02:03,MADISON SELL,153,TITAN,832.00,2,sell,842.00,665.65,STOPLOSS TRIGGERED,842.00,-20.00,1064
10:02:08,MADISON SELL,154,CUMMINSIND,323.55,2,sell,326.95,258.90,STOPLOSS TRIGGERED,326.95,-6.80,1065
10:04:10,GREEN GREEN PREVIOUS OPEN BUY PERCENT,155,GODREJCP,548.10,2,buy,542.55,553.50,TARGET TRIGGERED,553.50,10.80,1071
10:08:06,BEARISH ENGULFING 5 MINUTE,156,NESTLEIND,16279.80,0,sell,16605.50,15791.55,AUTO SQUARED OFF,16174.50,0.00,1072
10:11:20,RED RED PREVIOUS OPEN SELL PERCENT,157,UPL,344.45,2,sell,348.00,341.15,STOPLOSS TRIGGERED,348.00,-7.10,1073
10:12:13,MADISON SELL,158,BALKRISIND,935.65,2,sell,948.70,748.60,STOPLOSS TRIGGERED,948.70,-26.10,1074
10:12:14,MADISON SELL,159,DABUR,442.15,3,sell,447.15,353.80,AUTO SQUARED OFF,436.95,15.60,1075
10:13:08,MADISON SELL,160,VOLTAS,445.75,3,sell,451.00,356.65,STOPLOSS TRIGGERED,451.00,-15.75,1076
10:13:11,BEARISH ENGULFING 5 MINUTE,161,L&TFH,53.20,11,sell,54.40,51.75,STOPLOSS TRIGGERED,54.40,-13.20,1077
10:15:26,GREEN GREEN PREVIOUS OPEN BUY PERCENT,162,ADANIPORTS,305.35,6,buy,302.20,308.35,TARGET TRIGGERED,308.35,18.00,1082
10:16:10,RED RED PREVIOUS OPEN SELL PERCENT,163,UPL,348.10,2,sell,351.70,344.75,STOPLOSS TRIGGERED,351.70,-7.20,1084
10:19:35,RED RED PREVIOUS OPEN SELL PERCENT,164,UPL,351.75,2,sell,355.40,348.35,TARGET TRIGGERED,348.35,6.80,1087
10:22:35,RED RED PREVIOUS OPEN SELL PERCENT,165,UPL,348.25,2,sell,351.85,344.90,STOPLOSS TRIGGERED,351.85,-7.20,1089
10:23:08,MADISON SELL,166,BERGEPAINT,441.50,6,sell,447.15,353.25,AUTO SQUARED OFF,439.30,13.20,1090
10:25:41,GREEN GREEN PREVIOUS OPEN BUY PERCENT,167,GODREJCP,553.60,2,buy,548.00,559.05,STOPLOSS TRIGGERED,548.00,-11.20,1100
10:27:11,GREEN GREEN PREVIOUS OPEN BUY PERCENT,168,HDFCLIFE,481.10,2,buy,476.20,485.85,TARGET TRIGGERED,485.85,9.50,1101
10:28:55,RED RED PREVIOUS OPEN SELL PERCENT,169,UPL,351.50,2,sell,355.15,348.10,STOPLOSS TRIGGERED,355.15,-7.30,1103
10:32:08,MADISON SELL,170,MINDTREE,910.45,2,sell,923.45,728.40,AUTO SQUARED OFF,919.80,-18.70,1104
10:32:09,MADISON SELL,171,RAMCOCEM,550.25,2,sell,555.70,440.25,AUTO SQUARED OFF,543.15,14.20,1105
10:37:08,MADISON SELL,172,MGL,902.95,2,sell,910.00,722.40,AUTO SQUARED OFF,891.00,23.90,1107
10:38:09,MADISON SELL,173,INFY,669.20,3,sell,674.80,535.40,AUTO SQUARED OFF,668.15,3.15,1108
10:39:07,BEARISH ENGULFING 5 MINUTE,174,MOTHERSUMI,79.15,8,sell,80.80,76.85,AUTO SQUARED OFF,78.85,2.40,1110
