TIME,STRATEGY NAME,TRADE NO,STOCK,PRICE,QUANTITY,TYPE,SL,TARGET,STATUS,EXIT PRICE,PL
10:39:09,MADISON SELL,175,CADILAHC,327.50,4,sell,330.95,262.05,AUTO SQUARED OFF,326.05,5.80,1111
10:39:11,GREEN GREEN PREVIOUS OPEN BUY PERCENT,176,HDFCLIFE,485.95,2,buy,481.00,490.75,STOPLOSS TRIGGERED,481.00,-9.90,1112
10:45:07,BULLISH ENGULFING 5 MINUTE,177,INDUSINDBK,380.25,1,buy,372.50,391.55,STOPLOSS TRIGGERED,372.50,-7.75,1114
10:46:09,MADISON SELL,178,TATACHEM,284.00,2,sell,286.70,227.25,AUTO SQUARED OFF,280.45,7.10,1115
10:47:09,MADISON SELL,179,TORNTPOWER,313.95,8,sell,318.50,251.20,AUTO SQUARED OFF,303.05,87.20,1116
10:53:26,GREEN GREEN PREVIOUS OPEN BUY PERCENT,180,ADANIPORTS,308.25,6,buy,305.10,311.25,STOPLOSS TRIGGERED,305.10,-18.90,1119
10:54:09,MADISON SELL,181,GLENMARK,335.50,3,sell,338.40,268.45,AUTO SQUARED OFF,331.75,11.25,1120
10:56:09,MADISON SELL,182,SUNPHARMA,450.75,3,sell,456.00,360.65,AUTO SQUARED OFF,441.10,28.95,1137
10:57:09,MADISON SELL,183,BHARATFORG,277.95,3,sell,281.30,222.40,AUTO SQUARED OFF,270.90,21.15,1141
11:02:09,MADISON SELL,184,ICICIPRULI,369.55,4,sell,372.50,295.70,AUTO SQUARED OFF,359.25,41.20,1146
11:03:09,MADISON SELL,185,M&M,385.15,3,sell,388.50,308.20,STOPLOSS TRIGGERED,388.50,-10.05,1149
11:04:09,MADISON SELL,186,SRTRANSFIN,608.70,2,sell,621.00,487.00,AUTO SQUARED OFF,589.15,39.10,1151
11:04:10,MADISON SELL,187,TATASTEEL,277.25,3,sell,280.40,221.85,AUTO SQUARED OFF,271.90,16.05,1152
11:04:11,MADISON SELL,188,INFRATEL,212.50,5,sell,214.50,170.05,STOPLOSS TRIGGERED,214.50,-10.00,1154
11:06:09,MADISON SELL,189,ESCORTS,833.70,3,sell,841.55,667.00,AUTO SQUARED OFF,837.50,-11.40,1158
11:06:10,MADISON SELL,190,CONCOR,361.25,4,sell,364.80,289.05,AUTO SQUARED OFF,352.75,34.00,1160
11:06:11,MADISON SELL,191,CENTURYTEX,264.15,2,sell,267.50,211.40,AUTO SQUARED OFF,259.30,9.70,1162
11:06:15,MADISON SELL,192,JSWSTEEL,171.25,5,sell,172.95,137.05,AUTO SQUARED OFF,169.75,7.50,1164
11:06:16,MADISON SELL,193,HINDALCO,118.90,9,sell,120.00,95.20,STOPLOSS TRIGGERED,120.00,-9.90,1165
11:06:36,GREEN GREEN PREVIOUS OPEN BUY PERCENT,194,LICHSGFIN,235.35,3,buy,232.90,237.65,STOPLOSS TRIGGERED,232.90,-7.35,1167
11:07:09,MADISON SELL,195,PETRONET,230.95,8,sell,232.40,184.80,AUTO SQUARED OFF,223.90,56.40,1169
11:07:12,BEARISH ENGULFING 5 MINUTE,196,POWERGRID,156.60,10,sell,159.85,152.00,AUTO SQUARED OFF,158.20,-16.00,1171
11:10:09,MADISON SELL,197,TITAN,834.95,2,sell,844.15,668.00,AUTO SQUARED OFF,826.35,17.20,1173
11:12:09,MADISON SELL,198,VOLTAS,449.70,3,sell,453.50,359.80,AUTO SQUARED OFF,436.30,40.20,1175
11:12:10,MADISON SELL,199,MFSL,432.15,3,sell,437.00,345.80,STOPLOSS TRIGGERED,437.00,-14.55,1176
11:12:11,MADISON SELL,200,ICICIBANK,307.80,3,sell,311.50,246.30,AUTO SQUARED OFF,300.50,21.90,1177
11:12:32,GREEN GREEN PREVIOUS OPEN BUY PERCENT,201,HDFCLIFE,480.90,2,buy,476.00,485.65,STOPLOSS TRIGGERED,476.00,-9.80,1182
11:13:02,GREEN GREEN PREVIOUS OPEN BUY PERCENT,202,GODREJCP,548.10,2,buy,542.55,553.50,TARGET TRIGGERED,553.50,10.80,1184
11:13:09,MADISON SELL,203,RBLBANK,112.10,3,sell,113.90,89.75,AUTO SQUARED OFF,110.15,5.85,1185
11:13:32,GREEN GREEN PREVIOUS OPEN BUY PERCENT,204,ADANIPORTS,305.35,6,buy,302.20,308.35,TARGET TRIGGERED,308.35,18.00,1188
11:14:09,MADISON SELL,205,GRASIM,510.45,2,sell,515.50,408.40,STOPLOSS TRIGGERED,515.50,-10.10,1191
11:20:27,GREEN GREEN PREVIOUS OPEN BUY PERCENT,206,LICHSGFIN,233.00,3,buy,230.60,235.25,STOPLOSS TRIGGERED,230.60,-7.20,1197
11:22:09,MADISON SELL,207,CHOLAFIN,129.80,6,sell,132.35,103.90,AUTO SQUARED OFF,127.20,15.60,1198
11:31:09,MADISON SELL,208,INDIGO,923.45,2,sell,935.85,738.80,AUTO SQUARED OFF,924.00,-1.10,1199
11:48:10,MADISON SELL,209,TECHM,518.10,3,sell,519.70,414.50,AUTO SQUARED OFF,513.40,14.10,1208
11:55:07,GREEN GREEN PREVIOUS OPEN BUY PERCENT,210,HDFCLIFE,480.05,2,buy,475.20,484.75,STOPLOSS TRIGGERED,475.20,-9.70,1210
11:58:05,MADISON SELL,211,MCDOWELL-N,553.20,3,sell,559.70,442.60,AUTO SQUARED OFF,553.90,-2.10,1212
12:00:08,BEARISH ENGULFING 5 MINUTE,212,MFSL,433.20,3,sell,442.00,420.35,AUTO SQUARED OFF,426.10,21.30,1214
12:02:10,MADISON SELL,213,INFRATEL,213.70,5,sell,215.50,171.00,STOPLOSS TRIGGERED,215.50,-9.00,1215
12:02:13,GREEN GREEN PREVIOUS OPEN BUY PERCENT,214,ADANIPORTS,308.50,6,buy,305.30,311.45,TARGET TRIGGERED,311.45,17.70,1216
12:08:10,MADISON SELL,215,IBULHSGFIN,123.25,2,sell,124.60,98.65,AUTO SQUARED OFF,120.55,5.40,1217
12:09:05,MADISON SELL,216,M&M,386.35,3,sell,389.20,309.15,STOPLOSS TRIGGERED,389.20,-8.55,1218
12:13:09,BULLISH ENGULFING 5 MINUTE,217,PIDILITIND,1364.20,1,buy,1336.85,1405.05,AUTO SQUARED OFF,1363.70,-0.50,1219
12:17:07,RED RED PREVIOUS OPEN SELL PERCENT,218,AUROPHARMA,663.00,3,sell,669.75,656.50,TARGET TRIGGERED,656.50,19.50,1220
12:19:08,BEARISH ENGULFING 5 MINUTE,219,CANBK,78.10,5,sell,79.75,75.85,AUTO SQUARED OFF,76.65,7.25,1221
12:24:03,GREEN GREEN PREVIOUS OPEN BUY PERCENT,220,BHARTIARTL,591.40,5,buy,585.40,597.25,STOPLOSS TRIGGERED,585.40,-30.00,1228
12:25:43,GREEN GREEN PREVIOUS OPEN BUY PERCENT,221,GODREJCP,553.45,2,buy,547.85,558.90,STOPLOSS TRIGGERED,547.85,-11.20,1231
12:35:11,MADISON SELL,222,HINDALCO,119.35,9,sell,120.40,95.55,AUTO SQUARED OFF,117.50,16.65,1236
12:36:08,RED RED PREVIOUS OPEN SELL PERCENT,223,UBL,875.00,2,sell,883.90,866.35,AUTO SQUARED OFF,873.45,3.10,1238
12:42:11,MADISON SELL,224,GRASIM,518.70,2,sell,521.00,415.00,AUTO SQUARED OFF,510.45,16.50,1240
12:43:09,BEARISH ENGULFING 5 MINUTE,225,CESC,578.75,2,sell,590.45,561.50,AUTO SQUARED OFF,579.65,-1.80,1243
12:49:09,BULLISH ENGULFING 5 MINUTE,226,BANKNIFTY,NaN,0,buy,NaN,NaN,AUTO SQUARED OFF,0.00,NaN,1247
12:50:09,BULLISH ENGULFING 5 MINUTE,227,SUNTV,367.00,3,buy,359.60,377.95,AUTO SQUARED OFF,371.95,14.85,1249
12:55:09,BEARISH ENGULFING 5 MINUTE,228,YESBANK,27.55,6,sell,28.25,26.85,AUTO SQUARED OFF,27.40,0.90,1252
12:57:09,BEARISH ENGULFING 5 MINUTE,229,ONGC,77.50,9,sell,79.20,75.30,AUTO SQUARED OFF,77.10,3.60,1257
13:01:06,MADISON SELL,230,M&M,387.85,3,sell,391.00,310.35,AUTO SQUARED OFF,384.60,9.75,1258
13:01:07,MADISON SELL,231,INFRATEL,215.25,5,sell,217.60,172.25,STOPLOSS TRIGGERED,217.60,-11.75,1260
13:02:11,MADISON SELL,232,BALKRISIND,951.85,2,sell,958.50,761.55,AUTO SQUARED OFF,947.20,9.30,1262
13:07:44,GREEN GREEN PREVIOUS OPEN BUY PERCENT,233,BHARTIARTL,585.35,5,buy,579.40,591.15,TARGET TRIGGERED,591.15,29.00,1266
13:08:06,MADISON SELL,234,AMBUJACEM,175.20,6,sell,176.80,140.20,AUTO SQUARED OFF,174.75,2.70,1268
13:32:19,GREEN GREEN PREVIOUS OPEN BUY PERCENT,235,ADANIPORTS,311.10,6,buy,307.90,314.15,TARGET TRIGGERED,314.15,18.30,1271
13:34:10,BEARISH ENGULFING 5 MINUTE,236,ACC,1144.90,1,sell,1167.90,1110.65,AUTO SQUARED OFF,1138.00,6.90,1273
13:35:10,BEARISH ENGULFING 5 MINUTE,237,APOLLOTYRE,94.20,8,sell,96.20,91.50,TARGET TRIGGERED,91.50,21.60,1275
13:37:09,RED RED PREVIOUS OPEN SELL PERCENT,238,SBIN,153.55,8,sell,155.20,152.15,AUTO SQUARED OFF,152.85,5.60,1278
13:38:07,MADISON SELL,239,ADANIENT,137.45,10,sell,139.25,110.00,STOPLOSS TRIGGERED,139.25,-18.00,1279
13:40:07,MADISON SELL,240,WIPRO,184.30,8,sell,185.20,147.50,AUTO SQUARED OFF,184.10,1.60,1283
13:47:04,RED RED PREVIOUS OPEN SELL PERCENT,241,LUPIN,842.50,2,sell,851.05,834.20,TARGET TRIGGERED,834.20,16.60,1285
13:47:59,RED RED PREVIOUS OPEN SELL PERCENT,242,DLF,130.90,7,sell,132.35,129.70,AUTO SQUARED OFF,131.90,-7.00,1286
13:49:55,GREEN GREEN PREVIOUS OPEN BUY PERCENT,243,HCLTECH,518.75,2,buy,513.50,523.85,AUTO SQUARED OFF,518.00,-1.50,1288
13:55:05,BEARISH ENGULFING 5 MINUTE,244,BATAINDIA,1290.20,1,sell,1316.15,1251.60,AUTO SQUARED OFF,1294.60,-4.40,1291
13:59:50,GREEN GREEN PREVIOUS OPEN BUY PERCENT,245,GODREJCP,547.10,2,buy,541.50,552.45,TARGET TRIGGERED,552.45,10.70,1295
14:07:07,MADISON SELL,246,INFRATEL,216.20,5,sell,218.30,173.00,STOPLOSS TRIGGERED,218.30,-10.50,1300
14:08:07,MADISON SELL,247,ITC,169.85,6,sell,170.75,135.95,STOPLOSS TRIGGERED,170.75,-5.40,1302
14:11:20,RED RED PREVIOUS OPEN SELL PERCENT,248,LUPIN,833.35,2,sell,841.80,825.15,AUTO SQUARED OFF,838.40,-10.10,1304
14:18:35,RED RED PREVIOUS OPEN SELL PERCENT,249,AUROPHARMA,657.40,3,sell,664.10,650.95,STOPLOSS TRIGGERED,664.10,-20.10,1306
14:20:10,GREEN GREEN PREVIOUS OPEN BUY PERCENT,250,ADANIPORTS,314.50,6,buy,311.25,317.50,TARGET TRIGGERED,317.50,18.00,1311
14:20:10,GREEN GREEN PREVIOUS OPEN BUY DAYS LOW,251,LICHSGFIN,234.00,3,buy,223.00,236.25,STOPLOSS TRIGGERED,223.00,-33.00,1312
14:20:11,GREEN GREEN PREVIOUS OPEN BUY PERCENT,252,LICHSGFIN,234.00,3,buy,231.60,236.25,STOPLOSS TRIGGERED,231.60,-7.20,1313
14:20:20,GREEN GREEN PREVIOUS OPEN BUY PERCENT,253,BHARTIARTL,591.60,5,buy,585.60,597.45,TARGET TRIGGERED,597.45,29.25,1314
14:43:08,MADISON SELL,254,AMARAJABAT,558.95,2,sell,565.45,447.20,AUTO SQUARED OFF,564.10,-10.30,1327
14:47:08,MADISON SELL,255,ADANIENT,142.10,10,sell,145.90,113.75,AUTO SQUARED OFF,140.05,20.50,1329
14:49:01,GREEN GREEN PREVIOUS OPEN BUY PERCENT,256,GODREJCP,552.60,2,buy,547.00,558.05,AUTO SQUARED OFF,554.95,4.70,1331
14:49:35,RED RED PREVIOUS OPEN SELL PERCENT,257,AUROPHARMA,663.85,3,sell,670.60,657.35,AUTO SQUARED OFF,662.90,2.85,1334
14:57:13,MADISON SELL,258,ADANIPORTS,317.85,6,sell,320.90,254.35,AUTO SQUARED OFF,319.85,-12.00,1337
15:01:07,MADISON SELL,259,ITC,170.75,6,sell,171.65,136.65,AUTO SQUARED OFF,170.90,-0.90,1340
