TIME,STRATEGY NAME,TRADE NO,STOCK,PRICE,QUANTITY,TYPE,SL,TARGET,STATUS,EXIT PRICE,PL
09:15:16,SECONDARY GAP UP OPEN HIGH SHORT,40,INFRATEL,203.10,5,sell,204.20,199.10,STOPLOSS TRIGGERED,204.20,-5.50,409
09:15:20,SECONDARY GAP DOWN OPEN LOW LONG,41,COALINDIA,125.15,6,buy,124.50,127.65,STOPLOSS TRIGGERED,124.50,-3.90,
09:15:20,SECONDARY GAP UP OPEN HIGH SHORT,42,INFRATEL,204.00,5,sell,205.10,200.00,STOPLOSS TRIGGERED,205.10,-5.50,
09:15:20,SECONDARY GAP UP OPEN HIGH SHORT,43,JSWSTEEL,174.10,5,sell,175.05,170.70,STOPLOSS TRIGGERED,175.05,-4.75,
09:15:20,SECONDARY GAP DOWN OPEN LOW LONG,44,IBULHSGFIN,131.30,2,buy,130.60,133.90,STOPLOSS TRIGGERED,130.60,-1.40,
09:15:20,SECONDARY GAP DOWN OPEN LOW LONG,45,COALINDIA,125.15,6,buy,124.50,127.65,STOPLOSS TRIGGERED,124.50,-3.90,
09:15:20,SECONDARY GAP UP OPEN HIGH SHORT,46,ITC,165.40,6,sell,166.30,162.15,STOPLOSS TRIGGERED,166.30,-5.40,
09:15:20,SECONDARY GAP UP OPEN HIGH SHORT,47,HINDALCO,119.60,9,sell,120.25,117.30,STOPLOSS TRIGGERED,120.25,-5.85,
09:15:20,SECONDARY GAP UP OPEN HIGH SHORT,48,ADANIENT,143.35,10,sell,144.15,140.55,STOPLOSS TRIGGERED,144.15,-8.00,
09:15:21,SECONDARY GAP UP OPEN HIGH SHORT,49,HINDALCO,119.60,9,sell,120.25,117.30,STOPLOSS TRIGGERED,120.25,-5.85,
09:15:21,SECONDARY GAP DOWN OPEN LOW LONG,50,IBULHSGFIN,131.00,2,buy,130.25,133.55,STOPLOSS TRIGGERED,130.25,-1.50,
09:15:21,SECONDARY GAP DOWN OPEN LOW LONG,51,IBULHSGFIN,131.00,2,buy,130.25,133.55,STOPLOSS TRIGGERED,130.25,-1.50,
09:15:21,SECONDARY GAP UP OPEN HIGH SHORT,52,ITC,165.25,6,sell,166.15,162.00,STOPLOSS TRIGGERED,166.15,-5.40,
09:15:21,SECONDARY GAP UP OPEN HIGH SHORT,53,JSWSTEEL,174.25,5,sell,175.20,170.85,STOPLOSS TRIGGERED,175.20,-4.75,
09:15:21,SECONDARY GAP UP OPEN HIGH SHORT,54,UJJIVAN,166.95,4,sell,167.85,163.70,TARGET TRIGGERED,163.70,13.00,
09:15:21,SECONDARY GAP DOWN OPEN LOW LONG,55,COALINDIA,125.10,6,buy,124.45,127.60,STOPLOSS TRIGGERED,124.45,-3.90,
09:15:21,SECONDARY GAP UP OPEN HIGH SHORT,56,HINDALCO,119.60,9,sell,120.25,117.30,STOPLOSS TRIGGERED,120.25,-5.85,
09:15:21,SECONDARY GAP UP OPEN HIGH SHORT,57,ADANIENT,143.35,10,sell,144.15,140.55,STOPLOSS TRIGGERED,144.15,-8.00,
09:15:21,SECONDARY GAP DOWN OPEN LOW LONG,58,COALINDIA,124.80,6,buy,124.15,127.25,STOPLOSS TRIGGERED,124.15,-3.90,
09:15:21,SECONDARY GAP DOWN OPEN LOW LONG,59,COALINDIA,124.80,6,buy,124.15,127.25,STOPLOSS TRIGGERED,124.15,-3.90,
09:15:22,SECONDARY GAP UP OPEN HIGH SHORT,60,UJJIVAN,166.95,4,sell,167.85,163.70,TARGET TRIGGERED,163.70,13.00,
09:15:22,SECONDARY GAP UP OPEN HIGH SHORT,61,ADANIENT,143.35,10,sell,144.15,140.55,STOPLOSS TRIGGERED,144.15,-8.00,
09:15:22,SECONDARY GAP UP OPEN HIGH SHORT,62,ITC,165.20,6,sell,166.10,161.95,STOPLOSS TRIGGERED,166.10,-5.40,
09:15:22,SECONDARY GAP UP OPEN HIGH SHORT,63,HINDALCO,119.75,9,sell,120.40,117.45,STOPLOSS TRIGGERED,120.40,-5.85,
09:15:22,SECONDARY GAP UP OPEN HIGH SHORT,64,ITC,165.15,6,sell,166.05,161.90,STOPLOSS TRIGGERED,166.05,-5.40,
09:15:23,SECONDARY GAP UP OPEN HIGH SHORT,65,ADANIENT,143.00,10,sell,143.80,140.20,STOPLOSS TRIGGERED,143.80,-8.00,
09:15:23,SECONDARY GAP UP OPEN HIGH SHORT,66,HINDALCO,119.75,9,sell,120.40,117.45,STOPLOSS TRIGGERED,120.40,-5.85,
09:15:23,SECONDARY GAP DOWN OPEN LOW LONG,67,ADANIPORTS,302.70,6,buy,301.10,308.70,STOPLOSS TRIGGERED,301.10,-9.60,
09:15:23,SECONDARY GAP UP OPEN HIGH SHORT,68,ADANIENT,142.95,10,sell,143.75,140.15,STOPLOSS TRIGGERED,143.75,-8.00,
09:15:23,SECONDARY GAP UP OPEN HIGH SHORT,69,HINDALCO,119.70,9,sell,120.35,117.40,STOPLOSS TRIGGERED,120.35,-5.85,
09:15:23,SECONDARY GAP UP OPEN HIGH SHORT,70,BHARTIARTL,557.50,5,sell,560.35,546.40,TARGET TRIGGERED,546.40,55.50,
09:15:24,SECONDARY GAP UP OPEN HIGH SHORT,71,HINDALCO,119.70,9,sell,120.35,117.40,STOPLOSS TRIGGERED,120.35,-5.85,
09:15:37,SECONDARY GAP UP OPEN HIGH SHORT,72,INFY,660.20,3,sell,663.60,647.05,STOPLOSS TRIGGERED,663.60,-10.20,
09:16:08,SECONDARY GAP DOWN OPEN LOW LONG,73,ICICIBANK,314.10,3,buy,312.50,320.35,STOPLOSS TRIGGERED,312.50,-4.80,416
09:16:09,SECONDARY GAP UP OPEN HIGH SHORT,74,ESCORTS,819.70,3,sell,823.85,803.40,STOPLOSS TRIGGERED,823.85,-12.45,417
09:16:09,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,75,HCLTECH,508.70,2,sell,514.70,501.15,STOPLOSS TRIGGERED,514.70,-12.00,418
09:16:10,SECONDARY GAP UP OPEN HIGH SHORT,76,HCLTECH,508.50,2,sell,511.10,498.40,STOPLOSS TRIGGERED,511.10,-5.20,420
09:16:10,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,77,HAVELLS,487.65,3,sell,489.00,480.40,STOPLOSS TRIGGERED,489.00,-4.05,421
09:16:14,SECONDARY GAP UP OPEN HIGH SHORT,78,HAVELLS,487.95,3,sell,490.45,478.25,STOPLOSS TRIGGERED,490.45,-7.50,424
09:16:14,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,79,DABUR,442.60,3,sell,446.00,436.05,TARGET TRIGGERED,436.05,19.65,425
09:16:15,SECONDARY GAP UP OPEN HIGH SHORT,80,DABUR,442.60,3,sell,444.90,433.80,TARGET TRIGGERED,433.80,26.40,427
09:16:21,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,81,SUNTV,386.60,3,sell,388.80,380.90,STOPLOSS TRIGGERED,388.80,-6.60,428
09:16:21,SECONDARY GAP UP OPEN HIGH SHORT,82,SUNTV,386.60,3,sell,388.60,378.95,STOPLOSS TRIGGERED,388.60,-6.00,
09:16:22,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,83,UPL,376.25,2,sell,381.40,370.70,STOPLOSS TRIGGERED,381.40,-10.30,
09:16:22,SECONDARY GAP UP OPEN HIGH SHORT,84,UPL,376.05,2,sell,378.00,368.60,STOPLOSS TRIGGERED,378.00,-3.90,
09:16:23,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,85,TVSMOTOR,337.70,3,sell,341.00,332.70,STOPLOSS TRIGGERED,341.00,-9.90,
09:16:23,SECONDARY GAP UP OPEN HIGH SHORT,86,TVSMOTOR,337.70,3,sell,339.45,331.00,STOPLOSS TRIGGERED,339.45,-5.25,
09:16:24,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,87,GLENMARK,338.00,3,sell,341.00,333.00,TARGET TRIGGERED,333.00,15.00,
09:16:24,SECONDARY GAP UP OPEN HIGH SHORT,88,GLENMARK,338.00,3,sell,339.75,331.30,TARGET TRIGGERED,331.30,20.10,
09:16:24,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,89,MARICO,319.25,7,sell,320.00,314.55,TARGET TRIGGERED,314.55,32.90,
09:16:25,SECONDARY GAP UP OPEN HIGH SHORT,90,MARICO,319.25,7,sell,320.90,312.95,TARGET TRIGGERED,312.95,44.10,
09:16:25,SECONDARY GAP UP OPEN HIGH SHORT KATHIRAVAN,91,EXIDEIND,154.45,6,sell,155.90,152.20,TARGET TRIGGERED,152.20,13.50,
09:16:25,SECONDARY GAP UP OPEN HIGH SHORT,92,EXIDEIND,154.45,6,sell,155.30,151.45,TARGET TRIGGERED,151.45,18.00,
09:16:27,SECONDARY GAP UP OPEN HIGH SHORT,93,HCLTECH,511.05,2,sell,513.70,500.90,STOPLOSS TRIGGERED,513.70,-5.30,
09:17:32,SECONDARY GAP UP OPEN HIGH SHORT,94,ESCORTS,823.85,3,sell,828.05,807.45,STOPLOSS TRIGGERED,828.05,-12.60,
09:18:05,SECONDARY GAP UP OPEN HIGH SHORT,94,UBL,916.75,2,sell,921.40,898.50,STOPLOSS TRIGGERED,921.40,-9.30,451
09:18:41,SECONDARY GAP UP OPEN HIGH SHORT,95,UPL,377.95,2,sell,379.90,370.45,STOPLOSS TRIGGERED,379.90,-3.90,456
09:18:59,SECONDARY GAP UP OPEN HIGH SHORT,96,TVSMOTOR,339.45,3,sell,341.20,332.75,TARGET TRIGGERED,332.75,20.10,460
09:20:25,SECONDARY GAP UP OPEN HIGH SHORT,97,UPL,379.95,2,sell,381.90,372.40,STOPLOSS TRIGGERED,381.90,-3.90,480
09:27:35,SECONDARY GAP UP OPEN HIGH SHORT,98,UPL,381.65,2,sell,383.65,374.10,TARGET TRIGGERED,374.10,15.10,493
09:28:18,SECONDARY GAP UP OPEN HIGH SHORT,99,HCLTECH,513.70,2,sell,516.35,503.50,STOPLOSS TRIGGERED,516.35,-5.30,496
09:29:23,SECONDARY GAP UP OPEN HIGH SHORT,100,UBL,923.20,2,sell,927.90,904.80,STOPLOSS TRIGGERED,927.90,-9.40,500
09:31:51,RED RED PREVIOUS OPEN SELL PERCENT,101,TATASTEEL,270.25,3,sell,273.10,267.65,TARGET TRIGGERED,267.65,7.80,504
09:31:51,RED RED PREVIOUS OPEN SELL DAYS HIGH,102,BANDHANBNK,229.20,3,sell,244.60,227.05,TARGET TRIGGERED,227.05,6.45,505
09:31:52,RED RED PREVIOUS OPEN SELL PERCENT,103,BANDHANBNK,229.30,3,sell,231.70,227.15,TARGET TRIGGERED,227.15,6.45,506
09:31:52,RED RED PREVIOUS OPEN SELL DAYS HIGH,104,HINDPETRO,182.85,5,sell,190.45,181.15,TARGET TRIGGERED,181.15,8.50,507
09:31:53,RED RED PREVIOUS OPEN SELL PERCENT,105,HINDPETRO,182.85,5,sell,184.80,181.15,TARGET TRIGGERED,181.15,8.50,508
09:31:53,RED RED PREVIOUS OPEN SELL DAYS HIGH,106,AMBUJACEM,178.35,6,sell,182.45,176.70,TARGET TRIGGERED,176.70,9.90,509
09:31:54,RED RED PREVIOUS OPEN SELL PERCENT,107,AMBUJACEM,178.35,6,sell,180.25,176.70,TARGET TRIGGERED,176.70,9.90,510
09:31:57,RED RED PREVIOUS OPEN SELL DAYS HIGH,108,JSWSTEEL,171.00,5,sell,176.20,169.40,TARGET TRIGGERED,169.40,8.00,511
09:31:57,RED RED PREVIOUS OPEN SELL PERCENT,109,JSWSTEEL,171.00,5,sell,172.85,169.40,TARGET TRIGGERED,169.40,8.00,512
09:31:58,RED RED PREVIOUS OPEN SELL DAYS HIGH,110,ZEEL,159.85,3,sell,164.30,158.40,TARGET TRIGGERED,158.40,4.35,513
09:31:58,RED RED PREVIOUS OPEN SELL PERCENT,111,ZEEL,159.85,3,sell,161.55,158.40,TARGET TRIGGERED,158.40,4.35,514
09:31:59,RED RED PREVIOUS OPEN SELL DAYS HIGH,112,DLF,135.10,7,sell,138.80,133.85,TARGET TRIGGERED,133.85,8.75,515
09:32:02,RED RED PREVIOUS OPEN SELL PERCENT,113,DLF,135.15,7,sell,136.65,133.90,TARGET TRIGGERED,133.90,8.75,516
09:32:08,RED RED PREVIOUS OPEN SELL PERCENT,114,LT,846.20,1,sell,854.80,837.85,TARGET TRIGGERED,837.85,8.35,517
09:32:08,RED RED PREVIOUS OPEN SELL DAYS HIGH,115,ICICIPRULI,373.50,4,sell,384.00,369.90,TARGET TRIGGERED,369.90,14.40,518
09:32:09,RED RED PREVIOUS OPEN SELL PERCENT,116,ICICIPRULI,374.05,4,sell,377.90,370.45,TARGET TRIGGERED,370.45,14.40,519
09:32:09,RED RED PREVIOUS OPEN SELL DAYS HIGH,117,M&MFIN,155.75,3,sell,164.40,154.30,TARGET TRIGGERED,154.30,4.35,520
09:32:09,RED RED PREVIOUS OPEN SELL PERCENT,118,M&MFIN,155.75,3,sell,157.45,154.30,TARGET TRIGGERED,154.30,4.35,521
09:32:10,RED RED PREVIOUS OPEN SELL DAYS HIGH,119,IBULHSGFIN,127.20,2,sell,131.90,126.05,TARGET TRIGGERED,126.05,2.30,522
09:32:10,RED RED PREVIOUS OPEN SELL PERCENT,120,IBULHSGFIN,127.20,2,sell,128.60,126.05,TARGET TRIGGERED,126.05,2.30,523
09:33:04,RED RED PREVIOUS OPEN SELL PERCENT,121,GODREJPROP,605.00,2,sell,611.20,599.05,TARGET TRIGGERED,599.05,11.90,525
09:33:04,RED RED PREVIOUS OPEN SELL DAYS HIGH,122,MFSL,435.50,3,sell,450.85,431.25,TARGET TRIGGERED,431.25,12.75,524
09:33:05,RED RED PREVIOUS OPEN SELL DAYS HIGH,123,CHOLAFIN,143.90,6,sell,149.00,142.60,TARGET TRIGGERED,142.60,7.80,526
09:33:05,RED RED PREVIOUS OPEN SELL PERCENT,124,MFSL,435.50,3,sell,440.00,431.25,TARGET TRIGGERED,431.25,12.75,527
09:33:06,RED RED PREVIOUS OPEN SELL PERCENT,125,CHOLAFIN,143.90,6,sell,145.45,142.60,TARGET TRIGGERED,142.60,7.80,528
09:33:51,RED RED PREVIOUS OPEN SELL PERCENT,126,ZEEL,157.90,3,sell,159.60,156.45,TARGET TRIGGERED,156.45,4.35,529
09:34:05,RED RED PREVIOUS OPEN SELL PERCENT,127,SRTRANSFIN,617.35,2,sell,623.65,611.30,TARGET TRIGGERED,611.30,12.10,531
09:34:05,RED RED PREVIOUS OPEN SELL DAYS HIGH,128,SUNTV,381.90,3,sell,389.00,378.20,TARGET TRIGGERED,378.20,11.10,530
09:34:06,RED RED PREVIOUS OPEN SELL DAYS HIGH,129,CONCOR,368.70,4,sell,381.60,365.15,TARGET TRIGGERED,365.15,14.20,532
09:34:06,RED RED PREVIOUS OPEN SELL PERCENT,130,SUNTV,381.90,3,sell,385.85,378.20,TARGET TRIGGERED,378.20,11.10,533
09:34:07,RED RED PREVIOUS OPEN SELL DAYS HIGH,131,CUMMINSIND,329.55,2,sell,338.35,326.40,TARGET TRIGGERED,326.40,6.30,534
09:34:07,RED RED PREVIOUS OPEN SELL PERCENT,132,CONCOR,368.70,4,sell,372.50,365.15,TARGET TRIGGERED,365.15,14.20,535
09:34:08,RED RED PREVIOUS OPEN SELL DAYS HIGH,133,BPCL,310.80,5,sell,321.50,307.80,TARGET TRIGGERED,307.80,15.00,536
09:34:11,RED RED PREVIOUS OPEN SELL PERCENT,134,CUMMINSIND,329.35,2,sell,332.75,326.20,TARGET TRIGGERED,326.20,6.30,537
09:34:11,RED RED PREVIOUS OPEN SELL DAYS HIGH,135,ICICIBANK,308.80,3,sell,320.50,305.85,TARGET TRIGGERED,305.85,8.85,538
09:34:12,RED RED PREVIOUS OPEN SELL PERCENT,136,BPCL,310.80,5,sell,314.05,307.80,TARGET TRIGGERED,307.80,15.00,539
09:34:13,RED RED PREVIOUS OPEN SELL PERCENT,137,ICICIBANK,308.90,3,sell,312.10,305.95,TARGET TRIGGERED,305.95,8.85,540
09:34:26,RED RED PREVIOUS OPEN SELL PERCENT,138,IBULHSGFIN,125.90,2,sell,127.30,124.75,TARGET TRIGGERED,124.75,2.30,541
09:34:44,RED RED PREVIOUS OPEN SELL PERCENT,139,ADANIPORTS,300.80,6,sell,303.95,297.90,TARGET TRIGGERED,297.90,17.40,544
09:34:59,RED RED PREVIOUS OPEN SELL PERCENT,140,CHOLAFIN,142.25,6,sell,143.80,140.95,TARGET TRIGGERED,140.95,7.80,545
09:35:04,RED RED PREVIOUS OPEN SELL PERCENT,141,BERGEPAINT,446.05,6,sell,450.65,441.70,TARGET TRIGGERED,441.70,26.10,546
09:35:20,RED RED PREVIOUS OPEN SELL PERCENT,142,IBULHSGFIN,123.90,2,sell,125.25,122.80,TARGET TRIGGERED,122.80,2.20,547
09:36:04,RED RED PREVIOUS OPEN SELL PERCENT,143,LT,837.75,1,sell,846.25,829.50,TARGET TRIGGERED,829.50,8.25,549
09:36:04,RED RED PREVIOUS OPEN SELL DAYS HIGH,144,PVR,809.90,1,sell,839.90,801.90,TARGET TRIGGERED,801.90,8.00,548
09:36:05,RED RED PREVIOUS OPEN SELL DAYS HIGH,145,INDUSINDBK,407.15,1,sell,418.70,403.20,TARGET TRIGGERED,403.20,3.95,550
09:36:05,RED RED PREVIOUS OPEN SELL PERCENT,146,PVR,810.40,1,sell,818.65,802.40,TARGET TRIGGERED,802.40,8.00,551
09:36:05,RED RED PREVIOUS OPEN SELL DAYS HIGH,147,TORNTPOWER,300.90,8,sell,306.30,298.00,TARGET TRIGGERED,298.00,23.20,552
09:36:06,RED RED PREVIOUS OPEN SELL PERCENT,148,INDUSINDBK,407.15,1,sell,411.35,403.20,TARGET TRIGGERED,403.20,3.95,553
09:36:07,RED RED PREVIOUS OPEN SELL DAYS HIGH,149,M&MFIN,154.75,3,sell,164.40,153.35,TARGET TRIGGERED,153.35,4.20,554
09:36:10,RED RED PREVIOUS OPEN SELL PERCENT,150,TORNTPOWER,300.90,8,sell,304.05,298.00,TARGET TRIGGERED,298.00,23.20,555
09:36:10,RED RED PREVIOUS OPEN SELL DAYS HIGH,151,HINDALCO,118.00,9,sell,121.00,116.95,TARGET TRIGGERED,116.95,9.45,556
09:36:11,RED RED PREVIOUS OPEN SELL PERCENT,152,M&MFIN,154.60,3,sell,156.25,153.20,TARGET TRIGGERED,153.20,4.20,557
09:36:12,RED RED PREVIOUS OPEN SELL PERCENT,153,HINDALCO,117.80,9,sell,119.10,116.75,TARGET TRIGGERED,116.75,9.45,558
09:36:33,RED RED PREVIOUS OPEN SELL PERCENT,154,ZEEL,156.25,3,sell,157.95,154.80,TARGET TRIGGERED,154.80,4.35,559
09:36:49,RED RED PREVIOUS OPEN SELL PERCENT,155,SRTRANSFIN,612.60,2,sell,618.85,606.60,TARGET TRIGGERED,606.60,12.00,560
09:37:00,RED RED PREVIOUS OPEN SELL PERCENT,156,INDUSINDBK,403.35,1,sell,407.50,399.45,TARGET TRIGGERED,399.45,3.90,563
09:37:00,RED RED PREVIOUS OPEN SELL DAYS HIGH,157,JSWSTEEL,169.25,5,sell,176.20,167.65,TARGET TRIGGERED,167.65,8.00,562
09:37:01,RED RED PREVIOUS OPEN SELL PERCENT,158,JSWSTEEL,169.10,5,sell,170.90,167.55,TARGET TRIGGERED,167.55,7.75,564
09:37:05,SECONDARY GAP UP OPEN HIGH SHORT,159,TVSMOTOR,332.70,3,sell,334.45,326.10,TARGET TRIGGERED,326.10,19.80,565
09:37:06,RED RED PREVIOUS OPEN SELL PERCENT,160,JUSTDIAL,338.75,4,sell,342.25,335.50,TARGET TRIGGERED,335.50,13.00,566
09:37:06,RED RED PREVIOUS OPEN SELL DAYS HIGH,161,SBIN,159.90,8,sell,166.40,158.40,TARGET TRIGGERED,158.40,12.00,567
09:37:07,RED RED PREVIOUS OPEN SELL PERCENT,162,SBIN,160.00,8,sell,161.70,158.45,TARGET TRIGGERED,158.45,12.40,568
09:37:07,RED RED PREVIOUS OPEN SELL DAYS HIGH,163,IBULHSGFIN,122.65,2,sell,131.90,121.55,STOPLOSS TRIGGERED,131.90,-18.50,569
09:37:08,RED RED PREVIOUS OPEN SELL PERCENT,164,IBULHSGFIN,122.75,2,sell,124.10,121.65,STOPLOSS TRIGGERED,124.10,-2.70,570
09:37:10,RED RED PREVIOUS OPEN SELL PERCENT,165,CHOLAFIN,140.40,6,sell,141.95,139.10,TARGET TRIGGERED,139.10,7.80,573
09:37:19,RED RED PREVIOUS OPEN SELL PERCENT,166,TATASTEEL,268.10,3,sell,270.90,265.55,TARGET TRIGGERED,265.55,7.65,574
09:37:19,RED RED PREVIOUS OPEN SELL DAYS HIGH,167,BANDHANBNK,227.30,3,sell,244.60,225.15,STOPLOSS TRIGGERED,244.60,-51.90,575
09:37:20,RED RED PREVIOUS OPEN SELL PERCENT,168,BANDHANBNK,227.20,3,sell,229.60,225.05,STOPLOSS TRIGGERED,229.60,-7.20,576
09:38:06,RED RED PREVIOUS OPEN SELL PERCENT,169,ITC,163.90,6,sell,165.65,162.40,STOPLOSS TRIGGERED,165.65,-10.50,577
09:39:58,RED RED PREVIOUS OPEN SELL PERCENT,170,CONCOR,364.05,4,sell,367.80,360.55,TARGET TRIGGERED,360.55,14.00,584
